T,EC,VWC,Emisi
27.2,0.09,0.31445,2.89
26.925,0.085,0.314175,2.85
26.675,0.0875,0.314025,2.836666667
26.575,0.085,0.31365,3.253333333
27.075,0.09,0.312975,3.51
28.075,0.09,0.31175,4.333333333
34.05,0.08,0.3026,5.823333333
33.825,0.08,0.301175,5.63
33.375,0.08,0.299375,5.343333333
32.725,0.08,0.2982,5.276666667
32,0.0775,0.296875,5.21
31.3,0.08,0.2959,5.033333333
30.675,0.08,0.295375,4.9
30.15,0.08,0.2947,4.803333333
29.675,0.08,0.294325,4.74
29.25,0.08,0.293875,4.66
28.875,0.08,0.293575,4.473333333
28.575,0.08,0.2932,4.406666667
28.275,0.08,0.29295,4.256666667
27.975,0.08,0.292875,4.096666667
27.7,0.08,0.29265,4.083333333
27.45,0.07,0.292425,4.196666667
30.15,0.08,0.2934,4.943333333
35,0.0725,0.29355,5.346666667
34.5,0.07,0.292125,4.87
33.75,0.07,0.290525,4.65
32.9,0.07,0.2894,4.59
32.1,0.07,0.288575,4.553333333
31.4,0.075,0.288125,4.36
30.8,0.08,0.2877,4.263333333
30.35,0.08,0.287425,4.293333333
29.975,0.08,0.287125,4.173333333
28.5,0.0775,0.282725,4.236666667
29.3,0.0775,0.28675,4.236666667
29,0.0725,0.286525,3.883333333
28.725,0.0725,0.2821,4.07
28.5,0.0775,0.286225,3.91
28.225,0.075,0.286075,4.156666667
28.125,0.0725,0.285925,4.373333333
30.45,0.08,0.287275,4.63
31.575,0.0725,0.2877,5.11
35.125,0.07,0.288575,5.533333333
34.6,0.07,0.28745,4.876666667
33.9,0.07,0.286375,4.523333333
33.125,0.07,0.285325,4.44
32.375,0.07,0.284775,4.403333333
30.5,0.07,0.2799,4.276666667
31.15,0.0725,0.2792,4.15
30.575,0.07,0.278825,4.05
30.15,0.07,0.282725,3.97
29.75,0.08,0.2825,3.696666667
29.375,0.07,0.282275,3.846666667
29.075,0.0725,0.2822,3.88
28.85,0.07,0.281975,3.896666667
28.6,0.07,0.2819,3.92
28.375,0.07,0.282125,3.533333333
28.125,0.07,0.281975,3.596666667
28,0.07,0.2818,3.923333333
29.175,0.07,0.282425,4.493333333
30.1,0.075,0.278725,4.58
30.825,0.07,0.279125,4.59
31.15,0.07,0.27435,3.956666667
31.275,0.07,0.2825,3.92
31.725,0.07,0.2825,3.96
32,0.07,0.2782,3.773333333
31.75,0.07,0.281875,3.503333333
31.25,0.07,0.2812,3.46
30.6,0.07,0.280675,3.483333333
30.075,0.07,0.2803,3.393333333
29.65,0.07,0.28,3.373333333
29.225,0.07,0.27975,3.563333333
28.925,0.07,0.2796,3.36
28.675,0.07,0.27945,3.506666667
28.45,0.07,0.275425,3.416666667
28.2,0.07,0.279375,3.553333333
28,0.07,0.279375,3.39
27.75,0.07,0.2793,3.3
27.55,0.07,0.279375,3.516666667
27.375,0.07,0.2793,3.426666667
27.375,0.07,0.279225,3.593333333
27.825,0.07,0.279225,3.503333333
28.625,0.07,0.27565,3.68
29.825,0.07,0.280825,4.073333333
31.35,0.07,0.281525,4.263333333
32.575,0.07,0.28205,4.656666667
33.225,0.07,0.2822,4.32
33.475,0.07,0.281975,4.053333333
33.6,0.07,0.2817,4.063333333
33.65,0.07,0.281525,3.803333333
33.325,0.07,0.280825,3.49
32.65,0.07,0.2802,3.516666667
31.925,0.07,0.2793,3.5
31.325,0.07,0.2785,3.47
30.775,0.07,0.27815,3.463333333
30.35,0.07,0.277925,3.566666667
29.95,0.075,0.27785,3.413333333
29.55,0.0725,0.2777,3.38
29.225,0.07,0.27755,3.363333333
29,0.07,0.2774,3.376666667
28.725,0.07,0.2774,3.34
27.275,0.07,0.273075,3.416666667
27.075,0.07,0.272875,3.296666667
26.825,0.07,0.2728,3.193333333
27.8,0.07,0.272575,3.426666667
28.15,0.07,0.272975,3.803333333
29.225,0.07,0.277925,3.75
30.65,0.07,0.27465,3.843333333
32.1,0.07,0.27575,4.276666667
31.875,0.07,0.27715,4.7
32.2,0.07,0.2809,4.296666667
33.675,0.07,0.2806,4.063333333
33.525,0.07,0.280025,3.916666667
33.15,0.07,0.2796,3.663333333
32.55,0.07,0.279075,3.636666667
30.725,0.07,0.274425,3.56
30.15,0.07,0.277775,3.536666667
30.8,0.07,0.277625,3.543333333
30.325,0.07,0.2774,3.353333333
29.925,0.0775,0.2774,3.146666667
29.5,0.076666667,0.277266667,3.88
29.3,0.0725,0.2771,3.233333333
29.1,0.07,0.276925,3.206666667
28.9,0.07,0.277,3.246666667
28.7,0.07,0.276775,3.346666667
28.5,0.07,0.27685,3.41
28.3,0.07,0.277,3.56
26.53333333,0.07,0.2712,3.403333333
27.95,0.07,0.276775,3.393333333
28.15,0.07,0.276775,3.41
28.8,0.07,0.277375,3.636666667
26.8,0.07,0.267066667,3.513333333
29.625,0.07,0.2744,3.57
29.125,0.07,0.2706,3.493333333
32.075,0.07,0.279225,3.5
31.625,0.07,0.275575,3.7
33.425,0.07,0.2801,3.71
31.075,0.07,0.279825,3.416666667
31.475,0.07,0.278175,3.266666667
30.65,0.07,0.27325,3.306666667
30.025,0.07,0.27265,3.166666667
27.125,0.07,0.264175,3.21
29,0.07,0.272275,3.396666667
29.8,0.0775,0.2759,3.363333333
29.475,0.0725,0.2759,3.323333333
28.2,0.0725,0.2757,3.21
27.875,0.0775,0.275625,3.293333333
25.325,0.07,0.271575,3.12
23.775,0.07,0.27525,3.256666667
27.825,0.07,0.275175,3.243333333
24.95,0.07,0.275175,3.506666667
25.425,0.07,0.27555,3.653333333
26.375,0.07,0.27625,3.92
27.275,0.07,0.27705,3.646666667
19.625,0.07,0.2805,2.073333333
30.125,0.07,0.283925,4.12
24.75,0.08,0.285825,3.156666667
27.85,0.08,0.2875,3.663333333
30.3,0.08,0.287975,3.98
27.775,0.08,0.287125,3.913333333
26.95,0.08,0.285825,3.493333333
24.975,0.08,0.284625,3.413333333
29.025,0.08,0.28395,3.44
29.275,0.08,0.283175,3.49
27.775,0.08,0.28265,3.5
27.05,0.08,0.282275,3.486666667
27.925,0.08,0.282125,3.343333333
27.575,0.08,0.2816,3.46
27.325,0.08,0.281425,3.316666667
26.925,0.08,0.281125,3.45
27.7,0.08,0.2809,3.276666667
25.475,0.08,0.28075,3.29
27.275,0.08,0.280525,3.233333333
27.125,0.08,0.28045,3.23
25,0.08,0.2801,3.57
28.475,0.08,0.280825,3.763333333
28.7,0.08,0.281525,3.59
30.7,0.08,0.2819,3.576666667
30.225,0.08,0.28205,3.7
32.25,0.08,0.282275,3.72
28.325,0.08,0.282725,3.813333333
27.95,0.08,0.2831,3.606666667
29.575,0.08,0.28035,3.32
25.525,0.08,0.27975,3.41
27.2,0.08,0.279075,3.35
27,0.08,0.27885,3.333333333
26.6,0.08,0.2786,3.463333333
27.25,0.08,0.2784,3.33
29,0.08,0.278225,3.433333333
26.65,0.08,0.278,3.26
23.025,0.08,0.27785,3.253333333
25.025,0.08,0.277775,3.39
22.425,0.08,0.2777,3.3
24.525,0.0775,0.277625,3.396666667
26.825,0.0775,0.2777,3.43
28.4,0.08,0.277625,3.486666667
28.35,0.08,0.278075,3.486666667
28.425,0.08,0.2786,3.28
26.95,0.08,0.279075,3.456666667
31.15,0.08,0.2796,3.673333333
31.625,0.075,0.279375,3.32
31.075,0.0775,0.2785,3.24
30.675,0.0775,0.27785,3.276666667
30.275,0.08,0.27755,3.26
30.725,0.08,0.277025,3.29
30.25,0.08,0.276775,3.236666667
29.85,0.08,0.2764,3.083333333
28.225,0.08,0.276175,3.283333333
28.95,0.08,0.2761,3.273333333
25.4,0.08,0.2761,3.34
27.25,0.08,0.2759,3.173333333
26.95,0.08,0.2758,3.176666667
25.4,0.075,0.275625,3.246666667
23.175,0.0775,0.27555,3.086666667
25.075,0.08,0.27555,3.13
25.075,0.08,0.27525,3.293333333
26.525,0.075,0.275475,2.913333333
22.9,0.08,0.2758,2.95
27.475,0.08,0.276,3.026666667
29.25,0.08,0.276175,3.12
30.1,0.08,0.276475,3.21
31.025,0.08,0.277025,3.466666667
32.125,0.0725,0.2777,3.206666667
29.65,0.08,0.27555,3.006666667
30.25,0.08,0.2751,3.123333333
29.875,0.08,0.2748,3.17
29.45,0.08,0.27465,3.036666667
29.075,0.08,0.2743,3.013333333
28.8,0.08,0.2742,2.92
28.575,0.08,0.2742,2.94
28.35,0.08,0.27405,2.93
28.175,0.08,0.27395,2.94
28.025,0.08,0.273875,3.02
27.825,0.08,0.273875,3.02
27.65,0.08,0.273875,3.043333333
27.6,0.0775,0.2738,3.056666667
27.675,0.08,0.274025,3.233333333
26.325,0.08,0.2743,3.603333333
23.15,0.08,0.275175,3.6
27.975,0.0775,0.276325,3.496666667
28.55,0.0725,0.2772,3.546666667
30.625,0.0725,0.2777,3.603333333
27.925,0.07,0.2777,3.6
31.15,0.07,0.277375,3.366666667
29.975,0.07,0.275575,3.24
26.775,0.0725,0.2748,3.276666667
22.95,0.075,0.2743,3.236666667
30.075,0.08,0.273875,2.976666667
19.725,0.08,0.273575,2.746666667
23.725,0.08,0.273575,2.726666667
27.6,0.08,0.2733,2.586666667
25.25,0.08,0.272875,2.656666667
26.35,0.08,0.272,2.6
27.25,0.08,0.2719,2.436666667
28.05,0.075,0.2719,2.623333333
27.85,0.0725,0.2718,2.57
26.775,0.0775,0.2718,2.373333333
19.9,0.08,0.272275,2.58
27.1,0.08,0.272725,2.42
28.175,0.07,0.272575,2.503333333
26.625,0.07,0.272875,2.376666667
28.025,0.07,0.2731,2.443333333
28.6,0.07,0.2695,2.573333333
28.4,0.07,0.269425,2.49
27.15,0.07,0.26935,2.48
27.9,0.07,0.269275,2.62
26.625,0.07,0.2692,2.5
27.45,0.07,0.269125,2.71
27.35,0.07,0.269125,3.033333333
26.725,0.07,0.2692,3.203333333
27.575,0.07,0.2697,2.793333333
28.225,0.07,0.270225,3.966666667
27.75,0.0725,0.27175,4.133333333
28.775,0.07,0.2728,2.49
28.15,0.1,0.303575,3.07
22.5,0.1,0.302525,2.763333333
27.3,0.0975,0.301625,2.706666667
27.925,0.09,0.300125,2.713333333
27.6,0.0925,0.300125,2.71
27.35,0.09,0.2999,2.716666667
27.175,0.09,0.299675,2.76
27.025,0.09,0.2996,2.716666667
26.9,0.09,0.29945,2.756666667
26.75,0.09,0.2993,2.816666667
26.7,0.09,0.2993,2.79
26.775,0.09,0.299,3.183333333
27.625,0.09,0.29885,2.95
28.725,0.0925,0.2978,3.473333333
27.575,0.09,0.296725,3.733333333
26.675,0.09,0.2956,3.9
32,0.09,0.29455,3.993333333
30.1,0.09,0.293125,3.326666667
27.55,0.09,0.2916,3.04
28.3,0.09,0.2916,3.006666667
28.075,0.09,0.29145,3.043333333
27.775,0.09,0.291375,3.103333333
27.55,0.09,0.2913,3.083333333
27.4,0.09,0.291525,3.046666667
25.075,0.07,0.3889,2.156666667
24,0.062499999,0.36760097,1.673333333
24.7,0.075,0.40295,1.75
25.2,0.07,0.3917,2.09
25.2,0.07,0.3876,1.94
25.1,0.0625,0.3865,2.623333333
25.175,0.06,0.3802,3.026666667
17.65,0.1,0.30305,2.863333333
25.1,0.055,0.377175,3.323333333
26.875,0.06,0.37455,3.226666667
28.725,0.07,0.4103,2.293333333
28.775,0.065,0.4001,2.246666667
17.5,0.08,0.2872,3.91
28.125,0.06,0.390025,3.19
28.3,0.06,0.3956,2.963333333
17.375,0.07,0.275325,3.483333333
25,0.035,0.412675,0.29
24.725,0.0375,0.405625,0.28
25.025,0.0375,0.414875,0.286666667
25.1,0.05,0.37435,3.486666667
25.225,0.05,0.3722,3.62
18.65,0.08,0.2728,2.92
27.325,0.08,0.34935,0.386666667
25.775,0.03,0.3911,0.51
25.625,0.05,0.3688,3.996666667
25.35,0.05,0.3631,3.96
20.275,0.07,0.2751,3.156666667
19.825,0.08,0.2777,3.32
26.15,0.07,0.336525,0.696666667
25.5,0.05,0.364675,3.713333333
25.75,0.05,0.365875,3.666666667
20.35,0.0775,0.2757,3.096666667
26.1,0.07,0.33305,1.003333333
26.025,0.05,0.368625,3.58
21.325,0.08,0.2878,3.736666667
21.45,0.08,0.2879,3.51
26.325,0.05,0.3708,3.566666667
27.75,0.0525,0.384775,3.293333333
23.625,0.05,0.2597,0.243333333
21.825,0.07,0.278,4.096666667
26.65,0.05,0.374,3.543333333
26.175,0.03,0.3836,0.746666667
22,0.07,0.2757,3.403333333
26.975,0.05,0.377225,3.453333333
23.85,0.05,0.267775,0.236666667
28.525,0.0825,0.3485,0.7
24.025,0.05,0.27185,0.34
26.1,0.06,0.325725,1.146666667
27.35,0.05,0.3806,3.376666667
24.75,0.0575,0.309125,0.166666667
26.875,0.134999996,0.357122332,0.32
22.95,0.0425,0.347275,0.256666667
22.2,0.08,0.2803,3.776666667
26,0.06,0.32225,1.223333333
25.875,0.06,0.3193,1.326666667
27,0.057499999,0.334614754,1.37
25.8,0.06,0.317725,1.376666667
25.75,0.050000001,0.347350612,1.34
26.2,0.03,0.377075,0.686666667
26.29999924,0.059999999,0.321762823,1.25
26.85,0.0525,0.34815,4.123333333
26.75,0.059999999,0.325391151,3.6
30.0999999,0.0725,0.355464645,0.636666667
27.875,0.05,0.2328,3.59
23.975,0.07,0.283525,3.88
25.95,0.03,0.372275,1.313333333
24.075,0.07,0.28235,4.17
26.55,0.0475,0.3669,4.39
25.9,0.045,0.3648,4.256666667
26.125,0.03,0.372525,0.88
25.725,0.03,0.3684,1.58
26.2249999,0.059999999,0.310515374,3.733333333
25.2,0.05,0.30335,4.51
25.275,0.05,0.3035,4.38
25.8,0.05,0.285575,1.09
27.4749999,0.059999999,0.323856965,3.943333333
27.1,0.0625,0.3181,5.3
26.62500048,0.059999999,0.308267295,3.936666667
25.45,0.05,0.3052,4.353333333
26.8,0.05,0.2707,1.723333333
25.525,0.05,0.303275,4.54
26.85,0.05,0.270875,1.536666667
25.9,0.05,0.289575,1.03
25.55,0.05,0.3058,4.37
26.55,0.05,0.27735,1.23
26.9,0.05,0.272,1.833333333
26.9,0.05,0.272075,1.416666667
29.75,0.064999999,0.344517522,1.73
26.9,0.05,0.274125,1.37
26.725,0.05,0.277525,1.63
27.025,0.06,0.310525,4.773333333
26.45,0.05,0.282825,1.433333333
26.875,0.05,0.27525,1.693333333
26.975,0.05,0.273625,1.773333333
25.75,0.05,0.305075,4.486666667
26.975,0.05,0.274225,1.34
27.1,0.05,0.272275,1.536666667
27.15,0.05,0.271575,1.256666667
27.45,0.06,0.3175,5.066666667
27.075,0.05,0.273125,1.47
27.225,0.06,0.31245,4.923333333
27.375,0.06,0.314425,5.236666667
27.05,0.055,0.2858,1.066666667
27.2,0.05,0.2741,0.85
27,0.05,0.278025,1.216666667
27.79999924,0.059999999,0.258244626,4.273333333
26,0.05,0.305875,4.6
27.3499999,0.059999999,0.310165219,4.32
24.6,0.0425,0.2733,0.556666667
27.1500001,0.064999999,0.308515117,4.27
28,0.059999999,0.257752344,4.28
26.775,0.0525,0.310075,4.706666667
27.65,0.06,0.2675,1.926666667
27.20000076,0.059999999,0.296626329,4.38
28.25,0.059999999,0.257588103,4.173333333
27.8,0.06,0.2679,1.92
27.29999924,0.059999999,0.290416151,4.06
27.32499933,0.059999999,0.296772689,4.25
26.275,0.05,0.307525,4.65
28.44999981,0.059999999,0.257259376,4.046666667
27.39999962,0.059999999,0.296772689,4.526666667
27.4749999,0.059999999,0.296992168,4.146666667
28.1500001,0.062499999,0.258654371,4.48
26.475,0.05,0.303725,4.843333333
28.8,0.1,0.3334,4.406666667
28.4749999,0.059999999,0.322852552,2.04
28.15,0.06,0.268575,1.856666667
28.70000029,0.059999999,0.257341579,4.103333333
27.925,0.0275,0.375175,4.373333333
27.67500019,0.07,0.313440613,4.573333333
27.62500048,0.059999999,0.296992168,4.2
26.5,0.05,0.30805,4.646666667
27.175,0.08,0.311125,4.3
27.79999971,0.059999999,0.297211528,4.276666667
28.625,0.059999999,0.322045878,4.526666667
28.45,0.06,0.2692,1.826666667
28.7750001,0.059999999,0.323991105,2.01
26,0.08,0.28735,4.206666667
28.2249999,0.057499999,0.314202018,4.533333333
27.7750001,0.062499999,0.290714622,4.203333333
26.75,0.050000001,0.307985112,4.26
27.5,0.0525,0.308055691,4.323333333
29.5,0.055,0.351725,1.29
23.725,0.04,0.277125,1.28
28.1,0.0625,0.30715,0.643333333
23.9,0.04,0.27525,1.456666667
28,0.065,0.272875,2.143333333
27.325,0.07,0.295075,4.343333333
28.825,0.06,0.270125,1.84
26.9,0.03,0.36445,4.28
23.65,0.04,0.2805,1.093333333
29.1500001,0.059999999,0.325258002,1.996666667
27.45,0.02,0.368675,4.29
28.7,0.06,0.2768,2.23
31.65,0.1125,0.36275,0.496666667
27.1,0.04,0.363375,5.1
28.07500029,0.064999999,0.297357619,4.353333333
27.325,0.0725,0.2922,4.533333333
24.35,0.04,0.27455,1.856666667
25.225,0.03,0.3506,4.316666667
27.675,0.07,0.295075,4.433333333
29.07500029,0.064999999,0.259308837,4.486666667
29.2,0.06,0.2712,1.826666667
28.975,0.06,0.27975,2.27
27.75,0.07,0.283525,1.823333333
28.29999971,0.064999999,0.290863708,4.413333333
29.55000019,0.059999999,0.327115111,1.976666667
23.475,0.04,0.288175,0.856666667
28,0.07,0.2763,2.076666667
28.93333371,0.090000004,0.199382879,4.643333333
23.2,0.04,0.293925,0.48
27.9,0.07,0.2852,0.32
28.25,0.0675,0.297357619,4.57
30.29999971,0.059999999,0.337493911,1.836666667
28.625,0.07,0.312537238,4.583333333
28.95,0.06,0.2934,2.023333333
29.94999981,0.062499999,0.329222135,1.94
27.6,0.04,0.364375,4.65
28.15,0.07,0.2817,4.57
30.35,0.055,0.268375,1.74
28.425,0.07,0.27355,2.306666667
30.29999971,0.062499999,0.332871258,1.9
28.45,0.07,0.2731,2.373333333
29.19999981,0.059999999,0.309322916,5.14
28.55,0.07,0.2715,2.323333333
27.925,0.085,0.310325,1.21
29.625,0.059999999,0.31995222,5.043333333
28.55,0.07,0.27805,4.473333333
28.825,0.07,0.2696,2.433333333
28.7,0.07,0.2759,2.246666667
30.65,0.0525,0.269425,1.553333333
27.75,0.05,0.312175,1.976666667
29.075,0.07,0.2699,2.45
29.57499981,0.059999999,0.308971643,4.553333333
30.95000076,0.059999999,0.260288529,4.726666667
28.4,0.0725,0.28615,4.876666667
29.7,0.065,0.272575,1.793333333
27.75,0.08,0.292275,4.8
25.575,0.04,0.27315,1.173333333
28.975,0.07,0.278725,2.183333333
27.875,0.050000001,0.315306112,2.516666667
29.75,0.059999999,0.309743904,4.836666667
29.425,0.065,0.2882,2.1
27.57500029,0.0825,0.277077958,2.363333333
23.675,0.0325,0.25495,0.206666667
29.475,0.07,0.269975,2.473333333
28.325,0.05,0.3052,5.38
32.6,0.055,0.250075,0.356666667
29.125,0.07,0.2902,4.946666667
29.35,0.07,0.28045,2.126666667
28.55,0.0875,0.31055,1.536666667
29.2750001,0.07,0.297503643,4.623333333
31.1,0.06,0.2716,2.153333333
27.275,0,0.238325,0.493333333
30.125,0.0675,0.27445,1.77
27.075,0.01,0.2184,0.266666667
26.825,0,0.249525,0.946666667
30,0.0725,0.262644038,5.3
30.47500038,0.059999999,0.318047956,6.066666667
32.12499905,0.067499999,0.343327701,1.566666667
27.7,0.01,0.213825,0.423333333
27.675,0.01,0.21525,2.326666667
28.8,0.08,0.2722,2.68
30.375,0.0675,0.27705,1.716666667
27.8,0.01,0.21735,4.74
31.925,0.06,0.2658,2.453333333
29.375,0.08,0.310975,5.006666667
28.8499999,0.137499999,0.323307291,4.803333333
27.975,0.01,0.216,1.363333333
29.275,0.075,0.2866,4.753333333
26.875,0.03,0.350775,5.506666667
30.275,0.07,0.27295,2.306666667
30.325,0.1,0.3302,4.79
26.82499933,0.109999999,0.295158625,4.833333333
27.15,0,0.256875,0.936666667
30.45,0.07,0.270525,2.313333333
28.85,0.08,0.293025,4.78
27.875,0,0.24805,4.766666667
26.875,0.04,0.271025,4.816666667
29.85,0.0725,0.281375,2.046666667
28.25,0.01,0.218575,4.813333333
27.875,0.02,0.357675,5.196666667
30.4,0.07,0.27605,2.023333333
29.5,0.09,0.31705,2.75
28.65,0.04,0.3626,5.3
28.25,0.0925,0.300425,2.766666667
29.95,0.075,0.2702,2.443333333
32.95,0.0575,0.25945,2.483333333
30.1,0.07,0.290925,2.79
31.5,0.0675,0.262645274,5.413333333
30.475,0.1,0.3294,1.893333333
30.425,0.07,0.28145,1.63
31.35,0.0625,0.283525,1.176666667
33.5,0.05,0.2516,2.45
26.5,0.02,0.343725,4.936666667
31.125,0.059999999,0.31585633,2.343333333
31.0999999,0.059999999,0.308055431,4.856666667
29.53333333,0.08,0.273,2.386666667
32.97500038,0.059999999,0.261590682,4.976666667
31.19999981,0.059999999,0.307419546,4.936666667
31.375,0.059999999,0.319273368,1.576666667
25.75,0.01,0.28255,5.09
29.675,0,0.24165,5.073333333
28.575,0.095,0.3005,2.736666667
29.225,0.03,0.36485,4.94
31.39999962,0.059999999,0.3160621,6.03
28.325,0.1,0.3008,2.74
27.4000001,0.109999999,0.294569574,5.11
29.45,0.09,0.309625,5.07
31.075,0.0725,0.270975,2.376666667
30.05,0.09,0.31735,2.703333333
28.75,0.0975,0.303875,2.92
31.425,0.07,0.272325,2.333333333
33.25,0.059999999,0.264019616,5.513333333
28.9749999,0.087499999,0.277776107,1.613333333
30.675,0.0725,0.28755,1.456666667
28.9,0.09,0.291675,2.97
30.25,0.079999998,0.271286637,5.31
34.05,0.0575,0.261225,2.81
29.4,0.01,0.237525,5.066666667
31.275,0.07,0.291625,1.146666667
27,0.01,0.280875,1.003333333
26.825,0.01,0.285175,5.12
33.82500076,0.059999999,0.264019698,5.403333333
29.5,0.04,0.36245,5.873333333
29.25,0.09,0.291825,3.03
30.825,0.01,0.221325,5.223333333
28.92500019,0.092500003,0.280320086,2.603333333
31.4,0.07,0.295725,1.026666667
28.32500029,0.109999999,0.299976222,5.343333333
28.95,0.1,0.301025,2.676666667
30.7,0.0775,0.301075,2.726666667
28.95,0.1,0.300575,2.746666667
29.925,0.01,0.23895,5.2
29.5,0.0125,0.2399,0.853333333
31.45,0,0.2422,5.406666667
26.1,0.04,0.32,2.536666667
30.7,0.09,0.318025,2.563333333
31.1,0.075,0.2941,1.29
29.65,0.09,0.291825,2.976666667
25.9,0.0225,0.311675,2.866666667
32.52500057,0.059999999,0.305930912,5.196666667
33.35,0.04,0.22865,3.17
27.275,0.0375,0.2755,2.533333333
30.625,0.0825,0.285325,2.386666667
33.225,0.04,0.23055,3.19
31.3,0.045,0.271166667,0.2
25.625,0.03,0.31045,3.046666667
25.7,0.03,0.31215,2.656666667
31.275,0.08,0.2759,3.056666667
25.75,0.03,0.31195,2.86
32.325,0.0725,0.277125,3.093333333
30,0.09,0.2922,3.003333333
31.625,0.075,0.29395,5.43
31.75,0.0775,0.276475,3.063333333
30.05,0.05,0.340775,2.403333333
29.45,0.02,0.3555,5.276666667
32.325,0.01,0.22355,1.356666667
30.925,0.085,0.30775,5.683333333
32.575,0.0725,0.277625,3.063333333
26.1,0.03,0.312175,2.603333333
30.85,0.05,0.306325,6.2
28.175,0.015,0.2836,1.916666667
28.925,0.025,0.3499,5.953333333
26.75,0.04,0.314575,3.213333333
28.675,0.01,0.289725,5.726666667
33.1,0,0.2422,5.42
30.45,0.01,0.25815,5.466666667
26.3,0.03,0.3138,2.676666667
32.275,0,0.2573,3.103333333
32.425,0.075,0.278675,3.293333333
26.575,0.0275,0.313975,2.633333333
31.5,0.09,0.319225,2.466666667
30.4,0.09,0.292425,3.156666667
26.875,0.025,0.315075,2.633333333
33.225,0.07,0.27915,3.316666667
27.15,0.04,0.3221,3.25
31.6,0.0825,0.310525,1.66
27.2,0.0225,0.316075,2.57
28.775,0.04,0.346175,3.24
27.55,0.02,0.31795,2.486666667
32.6,0.075,0.2809,3.363333333
30.2,0.04,0.359725,5.923333333
29,0.109999999,0.293609992,5.506666667
33.175,0.0675,0.319733333,1.166666667
30.6,0.05,0.345925,2.666666667
33.025,0.07,0.2944,6.023333333
27.45,0.04,0.32365,3.34
27.875,0.02,0.31925,2.58
28.1,0.02,0.325725,5.81
32.075,0.095,0.32475,1.386666667
32.25,0.01,0.251175,6.033333333
32.45,0.01,0.2489,5.833333333
34.05,0.07,0.276475,3.336666667
30.175,0.0175,0.267575,5.533333333
28.3,0.02,0.3212,2.323333333
32.425,0.09,0.3247,2.183333333
31.125,0.09,0.295675,3.34
30.55,0.01,0.2825,6.13
27.85,0.04,0.32575,3.45
31.5,0.01,0.26675,5.823333333
30.075,0.01,0.292825,5.76
32.375,0.08,0.310725,3.4
32.225,0.09,0.320975,2.386666667
32.325,0.08,0.3062,5.953333333
27.625,0.03,0.299275,3.406666667
27.925,0.04,0.318725,2.303333333
33.1,0.01,0.248575,5.976666667
27.85,0.03,0.299375,3.4
28.325,0.04,0.326625,3.39
32.7,0.08,0.305875,3.473333333
28.775,0.0225,0.3224,2.383333333
31.5,0.01,0.281775,6.21
28.075,0.03,0.3008,3.46
28.25,0.04,0.318875,2.643333333
34.35,0.07,0.28925,6.873333333
28.4,0.04,0.309825,2.893333333
28.325,0.03,0.302825,3.313333333
28.6,0.04,0.30535,3.246666667
29.375,0.04,0.34005,3.456666667
33.5,0.079999998,0.278481804,3.673333333
28.8,0.04,0.328875,3.61
28.675,0.04,0.3063,3.176666667
28.65,0.04,0.321125,2.823333333
29.25,0.0375,0.33605,2.54
31.675,0.01,0.29545,6.436666667
33.3,0.08,0.30455,6.263333333
32.05,0.01,0.290175,5.966666667
33.05,0.01,0.273775,6.166666667
35.025,0.07,0.289175,6.593333333
29.4,0.04,0.330525,3.496666667
29.2,0.04,0.322325,2.876666667
32.575,0.01,0.291675,5.98
34.125,0.0775,0.29485,6.1
33.85,0.08,0.303875,6.413333333
30.8,0.03,0.277125,5.943333333
31.65,0.04,0.357425,6.016666667
29.9,0.04,0.334225,3.256666667
33.72500038,0.085000001,0.284248963,3.436666667
34.875,0.075,0.29485,6.873333333
33.025,0.01,0.2968,6.19
29.75,0.04,0.32595,2.933333333
30.025,0.04,0.33205,3.6
30.475,0.035,0.28725,0.643333333
31.4,0.03,0.2759,0.8
35.125,0.075,0.294325,6.66
30.05,0.04,0.3293,3.133333333
32.475,0.04,0.35995,6.316666667
31.675,0.02,0.328225,6.19
34.175,0.035,0.2629,3.256666667
32.725,0.03,0.3029,1.18
33.075,0.07,0.28865,6.926666667
